,id,comment,class
264,264,O projeto Capstone foi ficando adiada desde JanDont espera-se para completar a especialização,0
265,265,"Houve uma diferença entre os pré-requisitos mencionados nos detalhes do curso e as indicadas pelo Prof. Bushee durante as conferências. Como tal, eu encontrei este curso um pouco mais difícil devido à toneladas de novas terminologias na contabilidade.",2
266,266,Melhor curso de especialização até agora.,2
267,267,"Prof Brian Bushee é realmente excelente, mas eu senti que a palestra do Prof Chris Ittner era muito fofo para uma análise do curso. Teria problemas práticos apreciado e práticas de estudo de caso como a classe de análise de operação",1
268,268,Este curso foi muito informativo e pode ser facilmente utilizado em qualquer ambiente de negócios. I pode ir um aplicar os métodos aprendidos neste curso a demonstração financeira de qualquer organização para ter uma idéia melhor de seu desempenho financeiro. Eu realmente gostei na semana 4 como a informação aprendida em semanas anteriores pode ser vinculada a medidas não-financeiras no desenvolvimento de um modelo causal para melhorar o desempenho de uma empresa.,2
269,269,Muito obrigado por este curso de boa qualidade! I se beneficiar muito. Muito obrigado a queridos professores!,2
270,270,"curso realmente útil, conciso e cheio de recursos",2
271,271,"curso muito interessante, bem desenhado, usando os tomadores de diversão animados para atirar para fora perguntas que você provavelmente vai fazê-lo yourself.Course conteúdo fácil de entender. Muito adequado para analista não-contabilização importante que queira ter alguma experiência em contabilidade análise ..",2
272,272,muito chato,0
273,273,"Mais fácil representando o senso comum. Se você nunca tomou acct, este será um desperdício de tempo.",0
274,274,"Embora cada um dos cursos de Business Analytics tem sido fantástico em sua própria maneira, Contabilidade Analytics foi o mais desafiador e mais agradável. Contabilidade + clara informações + cães + senso de diversão = um grande campo. Obrigado!",2
275,275,Extremamente útil! Eu recomendo :),2
276,276,curso muito interessante!,2
277,277,Conteúdo muito claro e explicado pelos professores.,2
278,278,vídeos do cérebro Bushee são realmente impressionantes. Algumas áreas são demasiado técnico para um iniciante de entender. O resto do material fornecer uma boa compreensão ...,2
279,279,"Excelente curso, professor Bushee sempre proporciona tais grandes explicações.",2
280,280,Eu realmente aprecio este instrutor !! Ele é tão atencioso!,2
281,281,Ótimo curso!,2
282,282,Muito interessante e claro provocante. Ele vai ajudar você a receber o conhecimento adicional que é muito valioso.,2
283,283,"Bushee foi fantástico! Ittner estava bem, mas não tão divertido quanto Bushee.",2
284,284,"Extremamente útil, poderoso e claro",2
285,285,"Eu amei a parte Contabilidade do curso. Foi muito difícil para mim (a pessoa não contábeis), porém eu realmente gostei a forma de palestras e o conteúdo em si (o gerenciamento de resultados + seu revelando). Grandes materiais Professor Bushee!",2
286,286,A melhor cor e os melhores tanques do site,2
287,287,"I pouco complicado, como um monte de material colocado dentro de 4 semanas de ~ vídeos 15min.",2
288,288,"Eu recomendo este curso para todos os meus colegas. Seu conteúdo enriquecido certamente me ajudou a entender as coisas na melhor forma e conteúdo fornecido de maneira estruturada, o que é que eu mais gostei.",2
289,289,"Enquanto eu gostei este curso e os tópicos abordados, eu não me sinto como o conteúdo do curso combinado que a descrição do curso declarou que era suposto. Me matriculei no curso Business Analytics Especialização com foco na análise de um negócio de dentro, não fora. Dos 4 semanas do curso, eu diria que só a semana 4 foi válida a partir de uma perspectiva interna mas foi mantido muito alto nível. Eu diria que este curso pode ser bom para uma especialização em análise de mercado do negócio, mas não tão advertised.I também encontrou as perguntas dos desenhos animados sala de aula para ser muito chato, quase tão ruim quanto as unhas em um quadro negro.",0
290,290,Ótimo curso. idéias fantásticas ao redor modelagem de negócios retornos das ações com base eo desempenho operacional,2
291,291,boa visão geral das opções de análise dentro de contabilidade.,2
292,292,Ótimo curso e grandes insights!,2
293,293,"Grandes exemplos de trabalho para aprender Analytics em Análise das Demonstrações Financeiras. Ritmo de vídeos foi ótimo. excel Trabalho planilha dá mãos perfeitas na experiência para variar e executar os cenários. Tendo feito ""Introdução à Contabilidade Financeira"" pelo mesmo professor deu pouco mais visibilidade sobre as declarações de leitura e compreensão relação analysis.Virtual Classroom está ficando mais novos alunos em cada curso. Estou ansioso para o curso Avançado de Contabilidade Financeira.",2
294,294,Ótimo! Como sempre grandes palestras pelo professor Bushee!,2
295,295,"Muito bem feito! Conteúdo, entrega, clareza, tudo foi alto nível. Obrigado!",2
296,296,Este curso foi um dos cursos mais difíceis i perseguidos até agora ... eu estava esperando muito com este curso. do básico ao avançado e mais de fundamentos. Este curso deve ser lançada como especialização completa e não como uma parte de outra especialização.,2
297,297,"Este foi um curso bem, não há dúvida sobre isso. Mas eu senti, que o tema precisava de mais profundidade que o quadro claro permitido. Eu teria gostado se tivesse uma parte 2 para este curso para as pessoas que queriam ir pouco mais hands-on neste assunto.",2
298,298,Finalmente eu sou capaz de concluir este curso. Este curso foi pouco mais difícil do que os outros 3 campos devido a alguns cálculos contábeis de planilhas complicadas. Mas eu finalmente eu sou capaz de fazê-lo. Boa sorte para descansar das pessoas.,2
299,299,O Curso Melhor em contabilidade Analytics.,2
300,300,Muito bem pensado. Muitas técnicas úteis e aplicáveis ​​desde que podem ser colocados para trabalhar imediatamente.,2
301,301,O curso foi muito útil. Muito obrigado a todos que fizeram isso acontecer!,2
302,302,"Gostaria de acrescentar mais exemplos sobre como preencher os dados, mesmo gastar o tempo em vídeos opcionais onde o professor ou seu assistente passa por teste de proporções (algo semelhante a operações Analytics). Eu sinto que o professor estava correndo através de suas explicações e os modelos. Talvez pessoas acharam o curso muito útil no entanto eu senti que havia muito texto e mudança imediata para arquivo de Excel que foi elaborado em breve. No geral, eu não estou certo de como aplicar esses índices em meu projeto final ...",1
303,303,"Primeiro de tudo, gostaria de expressar minha gratidão a Coursera que apresentar este excelente plataforma para quem está interessado em educação da vida em curso e trabalhador e as contribuições para trazer todas as maiores cursos das principais universidades em todo o world.Second, agradeço Prof Brian e Christopher por todo o seu tempo, trabalho, especialmente o seu conhecimento que você trouxe e compartilhados dentro desses vídeos. Eu realmente apreciar e gosto da maneira como você ensinar e entregar o knowledge.To profissional mim, como um estudante que apenas começou pisar no campo da contabilidade, descobri que a contabilidade classes é muito interessante feito por você, e é um puro prazer como eu aprendido todo o conhecimento chave. Lá outro lado, os cursos me deu uma visão geral clara de quão importante e crítico da contabilidade é em negócios diários management.I continuará estudo respondendo como eu perseguir meus objetivos profissionais e carreira.",2
304,304,"Monte de assunto consideravelmente complexo e seco (contabilidade e estatística!) Matéria abrangida a um nível elevado, sem muita discussão! perguntas do quiz são desnecessariamente complexo - que (IMHO) irá desencorajar / desligar aqueles que são novos a este assunto na conclusão deste curso. ! A última semana é que muito interessante que eu estou tomando o curso analítica completa negócios - e descobrir que a qualidade e complexidade dos conteúdos está em todo o lugar !! Alguns são muito simples e alguns são altamente complexos.",0
305,305,"realmente informativo, original e útil!",2
306,306,"Este curso fornece uma visão mais profunda do desempenho financeiro e não financeiro em uma base pragmática. No entanto, o curso em si é muito breve e os exercícios não pode fornecer completamente medida confiável da compreensão das palestras.",2
307,307,"O curso faz contabilidade interessante e, especialmente, os exemplos são muito ilustrativo. Os alunos virtuais trazer algum divertimento. A 4ª semana é no entanto realmente integrado na estrutura do curso.",2
308,308,Definitivamente bom curso para aqueles que trabalham em qualquer contabilidade ou análise. Ele me deu novas idéias sobre como aplicar métodos analíticos. Exemplos interessantes sobre como identificar a administração de números e como a análise pode ajudar a definir-se métricas não financeiras que impulsionam os resultados financeiros.,2
309,309,perspicaz,2
310,310,pacote Incredível.,2
311,311,"Eu gostei, embora eu me senti como se fossem 2 campos: um para as três primeiras semanas, outro durante a última semana.O ""Primeiro Curso"" foi OK, mas foi coisa de contabilidade regular. Eu estava enferrujado em que tanto eu gostava it.The ""Segundo Curso"" foi o relacionado com Analytics.I dar-lhe 3 estrelas, porque você pode ver alguma falta de preparação na equipe. E não porque fez fez uma ligação adequada entre Contabilidade e Analytics.",1
312,312,Muito obrigado por colocar um curso tão incrível,2
313,313,"Desafiando claro, uma mistura de método forense e investigação na contabilização",2
314,314,"A exploração técnica, mas divertido de análise de contabilidade que completou toda a gama de análises em um contexto de negócios coberto na especialização.",2
315,315,Prof cérebro é apenas soberbo. Sua habilidade espera e ensino do assunto complicado de contabilidade é incomparável.,2
316,316,Obrigado!,2
317,317,Vote for Pro. Bushee!,2
318,318,"Boa claro, se você é um novato. Analytics é de apenas 1 módulo (# 3) e é uma boa.",2
319,319,Excelente curso para aspirantes a analistas financeiros,2
320,320,eu amo este curso muito! muito prático e content.and sistemática muito útil para a contabilização professionbut é um pouco difícil de seguir. Eu assisti todo os vídeos para mais de 2 vezes a fim de passar a atribuição.,2
321,321,"Está certo. Bushee é muito experiente e um professor muito entusiasmado, mas suas lições são muito densos em comparação com o conteúdo do resto dos programas Wharton BA. Na verdade, eu como todos os detalhes, mas eu acho que ele é coberto muito rapidamente e o curso provavelmente deve ser feita mais tempo para lidar com tudo isso. Há rácios e folha jargão equilíbrio apenas voando em você em um ritmo sem fôlego. Seria melhor se concentrar em uns poucos chave e depois a pé através dos exemplos um pouco mais devagar. Os questionários foram extremamente complicado com muitos escolher mais de uma resposta. Foi difícil encontrar as partes do vídeo para rever questões perdidas porque 1) as transcrições são máquina gerado e torná-lo difícil de pesquisar palavras específicas e 2) é difícil lembrar de onde o conceito foi coberto porque não havia muito em cada vídeo .A última semana senti muito desligado da primeira semana e que pertenceram em um curso diferente quase. Foi muito bom, no entanto. Eu gostei de como ele continha exemplos e gráficos específicos.",1
322,322,Ótima introdução à contabilidade Analytics. diálogos de docência inesperado. Poderia ter mais analytics ou conjuntos de problemas adicionais ou opcionais para explorar mais profundamente.,1
323,323,"Eu acredito que este é um curso muito bom. Mesmo que eu sou sou um engenheiro de software, posso entender como manipular o relatório finacial e como detectá-los.",2
324,324,O Professor é realmente incrível. Ele faz com que cada interessante palestra e fácil de entender.,2
325,325,excelente professora e metodologia. Melhor curso deste tipo que eu me deparei fora das escolas e MBAs de negócios.,2
326,326,Excelente curso projetado. obrigado,2
327,327,Excelente curso online que atende a um amplo espectro de audiências com a aprendizagem diferente backgrounds.Also adorar as cenas cortadas para a sala de aula onde os alunos fazem comentários engraçados ou fazer perguntas haha,2
328,328,"Cinco estrelas não é suficiente para expressar a minha satisfação e amor a este instrutor course.The é muito pró-ativa na comunidade. A cada perguntas eu postei um feedback direcly de pessoal docente (ea maioria deles são de Prof Bushee !!!) Este é o curso besttttt entre todas as sessões de análise da Wharton! Honestamente, você tem que tentar !!",2
329,329,"Um pouco por vezes difíceis, mas muito instrutivo",2
330,330,"Esta é a minha opinião como um Beta-Tester para o curso: Semana 1I pensou que os vídeos eram claras, bem organizado e fluiu bem de tópico para tópico. Havia uma lógica clara como o professor desenvolveu vários ratios.What estava faltando para mim foi alguns quizzes em linha. Não é o “diga-me o que eu disse a você digitar”, mas sim aqueles que fazem você pensar. Assim, por exemplo, no vídeo final para a Semana 1, o vídeo opcional, em vez de apenas o que sugere que os alunos “brincar” com a planilha, eu acho que seria melhor dar-lhes uma tarefa real ou dois ... “mudar a suposição sobre X para <este valor>. Qual é o impacto no rácio Y? Por quê?”Eu gostava que ele mostrou o que os números necessários para ser alterado para fazer a valorização das ações mais perto de $ 55. Mas em vez de apenas dizer-nos a resposta, esta seria mais uma oportunidade para que os alunos parar o vídeo e ir experimentar por si próprios. Com uma tarefa específica, é provável que mais estudantes irá trabalhar com a planilha. Este é o lugar onde a aprendizagem real tem place.One das coisas que eu realmente gostei sobre o projeto de cursos anteriores pelo professor Bushee foi o fato de que ele tinha exemplos ao longo dos vídeos que o teve aplicar a informação imediatamente. Mas, talvez isso é só comigo. Eu sei que eu aprender muito melhor fazendo em vez de apenas assistir os vídeos e ir “sim ... isso faz sentido. Eu entendo ...”Eu também reconheço que alguns alunos, em cursos anteriores, provavelmente já disseram que não encontrar o-line em quizzes valioso. Mas, isso é um reflexo do valor de linha em quizzes como um todo ou apenas em linha quizzes que simplesmente exigir “papaguear” algo dito no video.I'm certeza que o professor pode vir até com muitos exemplos. Na Semana 1 Video 1 a in-line questionário pode fornecer alguns números para De-alavancado o lucro líquido, vendas, os Ativos Totais médios e patrimônio líquido médio e pedindo os resultados de cada uma das relações na análise Dupont. E talvez um “pensar sobre o que isso significa” questão do tipo que não é necessariamente “marcado”, mas para o qual uma resposta é dada no vídeo. Alternativamente, ele poderia ter os estudantes mudar algumas coisas específicas na planilha Woof Junction e indicar qual o impacto que tem sobre os rácios e why.Week 1 Vídeo 2 oferece muitas oportunidades semelhantes com a rentabilidade e volume de negócios rácios. Talvez exigindo os alunos para trás de trabalho a partir de uma relação específica para determinar o lucro bruto seria eficaz. Ou, talvez, uma questão que diz respeito estratégia especificamente para os rácios. Por exemplo, o que aconteceria com a Margem Bruta se Woof introduziu um cartão de crédito e dias a receber aumentou para 31,6 em 2015? Apenas algo para envolver as pessoas com a materials.All dos vídeos oferecem oportunidades semelhantes e eu acho que ter problemas ou questões específicas irá melhorar a experiência de aprendizagem ao invés de apenas sugerindo que eles “vão olhar para a folha de cálculo”. A audiência para estes cursos tende a ser um pouco diferente do seu aluno médio nível universitário superior e provavelmente precisa de um pouco mais “exploração de mão” e “direção”, a fim de ser successful.Also, se Professor Bushee espera que os alunos irão assistir o opcional vídeos de qualquer maneira, por que torná-los opcionais? No caso da Avaliação de vídeo, apesar de alguns dos matemática de ser um pouco “assustador” para alguns alunos, eu acho que a informação não é realmente útil e ajuda a solidificar o entendimento do spreadsheet.I'm perguntando se um in- pergunta do quiz seria útil. Talvez ele pode fornecer um novo conjunto de finanças para Woof Junction e pedir para cálculo do índice eo que isso significa em termos da sua posição no mercado ou algo similar. Apenas algumas questões práticas para levar as pessoas que trabalham com os comentários information.Same basicamente aplicar para o restante das semanas. Eu acho que ele iria ajudar os alunos a ter algum em linha quizzes - isso não só quebra a vídeos mais longos e ajuda a manter os alunos focados, mas também fornece um reforço de chave concepts.I realmente gostei do questionário para a Semana 1, embora eu lutou com as questões onde há várias respostas corretas. O quiz reforça de forma eficaz as informações cobertas muito bem e requer que se pense sobre o que estava coberto na lectures.You pode querer lembrar aos alunos que as questões podem mudar de questionário para questionário. Em muitos desses cursos on-demand, as perguntas do quiz não mudam e os estudantes podem ter o hábito de não reler as perguntas que eles tenham obtido correta no attempts.Week anterior 2 - Receita Depois de Caixa coleção em 7:39 - falando Dias imerecido Receita e menciona que um “aumento significa o reconhecimento mais lento futuro”. Um pouco mais de explicação em torno do que isso significa seria useful.Week 3 - comentários adicionais específicas sobre os outros do que alguns in-line perguntas pode ser bom palestras .. eu encontrei a Lei de Benford realmente interesting.Week 4. Seria muito bom para tem algo para acabar com as palestras - alguns em linha perguntas do quiz pode ajudar. Isso também ajuda a reforçar a material.Week 4 questionário Pergunta 9 -, a formulação negativa dupla da pergunta e da resposta correta pode causar confusão para os estudantes - especialmente para aqueles para quem o Inglês não é a sua nativa language.Overall CommentsI gostei do campo e aprendi muito. Fiquei me perguntando se seria possível fornecer um documento de síntese com todas as informações chave de cada semana relacionadas com os cálculos de razão e as coisas chaves a procurar relacionados a essas relações. Eu sei que as relações são fornecidos na planilha, mas pode ser bom ter um resumo escrito com algumas informações complementares sobre como usar o ratios.I acho quizzes em linha ou questões práticas seria útil para os alunos - talvez os que pediram alunos a fazer coisas específicas na planilha e voltar com uma resposta. Eles não precisa ser longo ou complicado - apenas algo que leva as pessoas para as planilhas e trabalhar com eles mais cedo. Você pode querer fazer algo mais forte para incentivá-los a “brincar” com a planilha. Muitos vão se sentir relutantes em mudar os números na planilha por medo de “mexer”-lo. Talvez um lembrete de que eles podem mudar o que quiserem porque se estragar algo que sempre pode baixá-lo novamente. Ou eles podem salvar uma cópia e jogar nesse deixando o untouched.It original também pode ser uma boa idéia ter um “parque” folha onde há um simples conjunto de demonstrações financeiras e os alunos podem tentar mudar as coisas nas demonstrações financeiras e ver o impacto sobre os rácios de chave sem ter de mover a partir de uma folha de cálculo para outro - assim, uma combinação da guia original e as duas primeiras colunas da guia Coeficientes. Você pode até querer ter duas colunas para as relações - um para as relações com os números originais que não muda (valores fixos) e outra para os números alterados, para que os alunos podem ver o efeito das mudanças termos easily.In do planilhas, eu pensei que o original, as razões e os guias CommonSize eram bastante simples e relativamente fácil de entender. Isso pode não ser o caso para as pessoas menos familiarizadas com MS-EXCEL, mas eu não sei o que o público-alvo é para este curso para que os alunos podem todos ser proficiente com a ferramenta. Na guia de Avaliação, eu queria saber se os números na fileira 41 devem ser destacados de alguma forma para enfatizar que eles são anos. Isso não é clara sobre primeiro glance.There são um monte de erros nas legendas. Eu indiquei muitos destes sinalizando os vídeos específicos onde eles occurred.Thank pela oportunidade de participar na beta-teste deste curso. Espero que os meus comentários sejam úteis e que eu não perdi muito que faz com que os alunos questões como o curso vai viver.",2
331,331,"Muito obrigado por este curso incrível, eu realmente gostei e aprendi muito com it.I realmente gostei os temas selecionados, eles agem como uma introdução para alguns campos realmente interessantes no programming.I've aprendeu sobre NP várias vezes, mas nunca encontrou um uso para isso até agora, os problemas foram realmente bom e informative.I acho que a programação linear foi muito apressado, que deveria ter sido ampliado ao longo de duas semanas, com mais de details.Maybe adicionar um problema ou explicar o uso da dualidade.",2
332,332,"Eu não gostava que o curso por causa de: explicações -weak de algoritmos de quase todas as atribuições Eu pesquisei, eu passei todo o meu tempo pesquisando esses algoritmos de quando o código é apresentado e algo der errado Não é possível compreender o que realmente aconteceu",0
333,333,Agradável.,2
334,334,"pobre curso. não dá qualquer algoritmo. Nenhum indício onde o problema vem. O fórum só é ajudar algumas pessoas. Não há idéias gerais como resolver o problema. cintura um monte de depuração tempo, mas ainda não podia deixar passar a assignment.total perder meu tempo e curso de lixo.",0
335,335,"Enquanto eu gosto do conteúdo do curso, mas eu me senti muito de temas foram amontoados em um único curso. Eu tive que lutar muito para compreender os conceitos em algoritmos avançados por depender apenas de aulas em vídeo, então eu tinha que olhar em torno da internet para recursos adicionais. No entanto, foi uma experiência satisfatória embora ele me levou muito tempo e esforço para completar as tarefas.",1
336,336,"Amamos o que eu aprendi, eu também implementou um projeto usando o Google Map API para a organização Estou trabalhando em",2
337,337,"estudante inadequada e participação dos professores em fóruns, deixando os alunos para descobrir as coisas sem ajuda ou colaboração. explicação insuficiente de conceitos de matemática necessária para compreender totalmente palestras.",0
338,338,"Os problemas são realmente um desafio, obrigado! No entanto, o instrutor não é muito ativo no fórum de discussão, que é uma pena quando você realmente precisa de ajuda e se encravada no conjunto de problema.",2
339,339,"Excelente mas difícil é claro, que você precisa para o trabalho e não é simplesmente chamado de algoritmos avançados e Complexity.You será forçado a testar seu código corretamente, mesmo se você não fazê-lo corretamente no curso de especialização anterior.",2
340,340,Muito obrigado. Eu aprendi muito neste curso. Eu recomendo!,2
341,341,"Eu gostei do campo muito. Eu não posso agradecer os instrutores enough.It teria sido mais interessante se pudéssemos ir mais fundo em programação linear, como extensão para programação inteira. A discussão sobre a dualidade foi um pouco rápido demais para mim.",2
342,342,"fácil de entender, mas precisa de mais exemplos",1
343,343,Um bom!,2
344,344,"Excelente introdução para Ableton, com boas hands-on experiência. bom ponto de partida para aqueles que procuram expandir seu conjunto de ferramentas de criação de música.",2
345,345,muito divertido e fácil de aprender.,2
346,346,"Eu pessoalmente acho que aprendi mais com Google e YouTube, em seguida, neste curso. Você pode participar do curso para a certificação. Outros então o certificado, acho que este curso não é muito de valor.",1
347,347,O curso dá uma boa visão geral básica do software Como um novato para software DAW que ajudam realmente necessário para determinar se eu estava indo para comprar o Versioni total será,2
348,348,"Oferece uma boa introdução para Ableton e seu uso. No entanto, teria sido adorável se este era um curso mais longo .. Adorei a forma de instruções e os temas abordados.",2
349,349,realmente grande curso,2
350,350,Realmente útil para iniciantes !!,2
351,351,deve ter se você quiser começar a usar ableton,2
352,352,"Excelente conteúdo course.Great, tarefas e aprendendo environment.It me ajudou a redescobrir meu amor para a criação de música e como bem adaptado Ableton é a minha maneira de trabalhar.",2
353,353,"Boa como uma introdução, mas havia poucas pessoas na mistura por isso era difícil de ganhar seus votos, espero que vai aparecer alguns cursos intermediário ou avançado.",2
354,354,"Ótima introdução ao Ableton 9 para um recém-chegados. Você vai aprender noções básicas, mas aqueles que são o suficiente para começar a criar música.",2
355,355,Impressionante curso para uma introdução ou apenas atualizar suas habilidades.,2
356,356,é incrível para iniciantes!,2
357,357,"Legal, o melhor que eu fiz em line.I aprendi muito Muito obrigado.",2
358,358,facilitar. desfrutar de todos! também as crianças para anyone.thanks papa antigos para Erin Barra,2
359,359,"Ótima introdução ao Ableton. Se você ama a música, isso pode mudar a maneira de criar sons, melodias, ritmos, ...",2
360,360,Se só foi uma semana mais.,2
361,361,Este é um bom curso para as pessoas que não sabem Ableton. Os exercícios eram fáceis de entender.,2
362,362,"Um curso muito bom para obter uma introdução rápida e eficaz a uma das DAWs mais legais ao redor! Barra explicou tudo bem, e em um fácil de entender maneira. Vá em frente, se você está olhando para a produção de música digital, mesmo remotamente!",2
363,363,Ponto de partida perfeito para Ableton Live !!!,2
364,364,Mo comentário foi muito rápido sem contato não é profundo,0
365,365,"O mais rigoroso possível dadas as limitações de tempo. Erin Barra fez um ótimo trabalho de condensar o material. Acabei apreciar o apelo do Ableton Live - o que quer dizer, um não-linear, DAW baseado em clipe. O programa (e toque) é interminável, e eu ainda estou aprendendo todos os tipos de coisas. É bom ter esse fundamento básico para trabalhar. Obrigado....!",2
366,366,Ótimo para iniciantes e se você quiser entrar em Ableton DAW,2
367,367,"Curso muito bom, eu realmente gostaria de um curso de nível seguinte mais avançado.",2
368,368,"Excelente experiência. Material, instrutor e ritmo do curso foram realmente bom.",2
369,369,Um bem apresentados e completa introdução às ferramentas fundamentais disponíveis no Ableton Live.,2
370,370,Um bom curso para ensinar os fundamentos deste software!,2
371,371,Obrigado Professor Ms Erin Bara está a praga,2
372,372,"Dá uma visão suave e informações precisas sobre o que fazer e como fazer em Live.If que você está procurando alguma entrada para começar a gravar a si mesmo ou para começar a criar qualquer tipo de música, eu recomendo fortemente este!",2
373,373,Grande classe para aprender os fundamentos e conceitos básicos dentro Ableton Live 9. Os projetos são realistas e projetada para educar um estudante não importa seu nível de conhecimento.,2
374,374,Ótimo para se locomover me começou. Eu me sinto muito mais confiante em navegar o meu caminho em torno do espaço de trabalho Ableton. Usando mistura abriu-me a algumas ideias e oportunidades maravilhosas :),2
375,375,"Por favor, crie um outro curso",2
376,376,Fantástico e ajuda a criar música que representa você.,2
377,377,Totalmente recomendar se você quiser mergulhar em Ableton Live,2
378,378,Ótimo curso com um professor ainda maior que ajuda os usuários a facilidade em Ableton Live.,2
379,379,Eu aprendi muito nesta classe eo instrutor fez um ótimo trabalho explicando o conteúdo,2
380,380,Ótimo curso!,2
381,381,"Naturalmente muito leve e prático. Bom para iniciantes, mas também agradável para refrescar algumas dicas para usuários intermediários.",2
382,382,é um grande curso para as pessoas que querem aprender facilmente a base deste programa!,2
383,383,Muito útil para adquirir conhecimento necessário sobre Live. Eu recomendaria este curso para vários outros como eu interessado em ter em suas mãos Ableton.,2
384,384,"Uma excelente introdução à um extremamente poderoso Digital Audio Workstation - um que eu tinha usado por alguns meses, mas ainda aprendeu muito com o course.Highly recomendado. :)",2
385,385,ótimo curso,2
386,386,não recommend.You're melhor folhear o manual ableton e usando a função de busca para obter as respostas que você quer.,0
387,387,Bom curso. Um deve tomar para iniciantes!,2
388,388,Ótimo curso introdutório para ableton!,2
389,389,"Eu amei! Fácil de aprender, fácil de entender. Agora eu posso usar o meu Ableton e trabalhar em minhas produções. Very nice professor!",2
390,390,"Simplesmente uma introdução, mas definitivamente ajuda a aprender o programa, pelo menos em um nível superficial. Você vai ganhar a funcionalidade básica e estar bem no seu caminho para a elaboração de arranjos mais complexos, se você desejar.",2
391,391,"Erin Barra é um excelente professor; um dos melhores que eu já encontrei. O plano de curso é bem pensado e estruturado para que os iniciantes, bem como aqueles com experiência Ableton podem se beneficiar. Altamente recomendado!!!",2
392,392,"Realmente grande, é claro! Os vídeos foram muito claro e eu aprendi uma tonelada sobre um programa que eu tenho usado por anos para apenas áudio registro.",2
393,393,"Um dos a melhor introdução para Ableton Live. Este curso é nítida, ao ponto e faz você esboçar uma pequena trilha a cada semana - uma ótima maneira de se envolver com o DAW.",2
394,394,Amar este curso,2
395,395,Ótimo curso para começar a trabalhar o seu caminho em torno de todas as ferramentas incríveis Ableton ofertas.,2
396,396,Eu não entendia o processo de submissão até a quarta semana. Eu sinto que você poderia ter oferecido uma descrição mais detalhada. Fazendo a revisão na quarta semana não fazer justiça para os meus colegas.,1
397,397,Excelente visão geral e prática para novos usuários ao vivo Ableton.,2
398,398,"Eu tenho aprendido muito sobre o uso de Ableton Live neste curso. É realmente dá-lhe o básico do programa e, em seguida, alguns que é realmente grande, especialmente quando você quer usar este programa para produzir e ou gravação. Eu recomendo para qualquer pessoa interessada em Ableton e Berklee Online.",2
399,399,Excelente para começar a aprendizagem.,2
400,400,"É um grande curso. O professor é o melhor, muito direta e compreensível.",2
401,401,"Como uma introdução claro, a sua muito útil. Ele tem apenas o que você precisa para começar.",2
402,402,"Uma experiência muito agradável. Eu esperava um curso de nível de entrada, mas Erin organizou um caminho bem arredondado. Eu tenho uma nova abordagem eficaz para o Ableton Live 9 software.I recomendo para desenvolver cuidadosamente suas atribuições: você vai melhorar suas próprias habilidades, comparando suas soluções com os dos colegas. Em adição você encontrará algum aluno ""veterano"" dispostos a help.Good sorte!",2
403,403,"Enquanto eu não tenho tempo para completar a tarefa final eu encontrei este curso útil para criar uma compreensão mais firme do Ableton Live. O processo de revisão por pares é uma ótima idéia e algo que eu encontrei para ser atraente e útil para networking com colegas conteúdo artists.The da sensação claro que é provavelmente útil para alguém com nenhum conhecimento prévio de DAWs, mas isso não é o meu primeiro DAW. Como tal o curso senti um pouco lento e as atribuições de um pouco unchallenging. Pessoalmente minha revisão por pares experiência variou de escuta totalmente clarificado, ideias para ouvir voltas sem inspiração de um disparate. Eu ainda me sinto como se eu beneficiou do processo, no entanto, e eu ganhei um recurso inestimável em Blend.I adoraria ter um próximo nível - consubstanciar algumas das ideias tocadas em todo o curso, bem como explorar outras idéias, como sidechaining .",2
404,404,Eu já começou a produzir com ao vivo em uma semana. Claro incrível e clara.,2
405,405,Brilhantemente concebidos naturalmente para a compreensão fundamental do DAW.,2
406,406,"Este curso abrange um lote de terreno em um curto período de tempo, e faz isso de uma forma que torna mais fácil para rapidamente alavancar o poder da Ableton na produção e performance ao vivo. I apreciado a simplicidade e rigor dos vídeos, e as atribuições me manteve motivado. É uma grande classe para iniciantes, bem como usuários intermediários que precisam de uma escova para cima. Erin tem uma boa abordagem para o ensino: ela é eficiente e clara, e seus exemplos básicos não sobrecarregar o aluno.",2
407,407,"é uma ótima introdução para o Ableton, mas nada mais",2
408,408,Me mantém ligado à música e música tecnologia ainda na minha vida de trabalho,2
409,409,"Aprendeu muito. Me iniciou e usar o programa, e fazer música.",2
410,410,"Esta é uma grande classe de introdução, projetado para ser concluída dentro do período experimental Ableton. Ableton deve pagar Erin uma comissão sobre as vendas que saem deste curso, porque eu imagino que está trazendo-os 100s de novas vendas! Os materiais (principalmente vídeos) são excelentes e fáceis de seguir. Eu aprendi muito neste curto classe e gostaria de ver uma classe Ableton ""intermediário"" no future.My únicas reclamações estão relacionadas com o software de colaboração que você precisa usar para este curso, blend.io. navegação do site em blend.io pode ser dolorosamente lento, eo site é buggy. Eu teria preferido simplesmente compartilhar informações via Dropbox ou algum outro compartilhamento de arquivos method.The processo de revisão por pares é uma ótima idéia, embora eu acho que é realmente complicado de fazer isso em uma música / arte, porque há tanta subjetividade e não muito de uma rubrica. (Há algumas perguntas quantitativas apenas para verificar que o aluno segue as instruções, mas o feedback aberto é totalmente aberta). Mas, no geral, a revisão por pares funciona muito bem e dá aos alunos um incentivo adicional para entregar um produto de qualidade.",2
411,411,Ótimo curso. Não vou dizer mais nada ... se você quer saber como é que você deve tentar!,2
